coder,folder_name,file_idx,filename,coding_result
,1111,0,1-1.wav,1
,1111,1,1-2.wav,2
,1111,2,1-3.wav,1
,1111,3,1-4.wav,4
,1111,4,1-5.wav,3
,1111,5,1-6.wav,5
,1111,6,1-7.wav,4
,1111,7,1-8.wav,6
,1111,8,1-9.wav,2
